Date;Hour;Power
2018-08-30;10:00:00;120.0
2018-08-30;11:00:00;122.5
2018-08-30;12:00:00;121.75
2018-08-30;13:00:00;115.25
2018-08-30;14:00:00;113.5
2018-08-30;15:00:00;117.75
2018-08-30;16:00:00;116.25
2018-08-30;17:00:00;116.25
2018-08-30;18:00:00;117.5
2018-08-30;19:00:00;137.0
2018-08-30;20:00:00;160.0
2018-08-30;21:00:00;150.0
2018-08-30;22:00:00;138.5
2018-08-30;23:00:00;132.75
2018-08-31;0:00:00;106.5
2018-08-31;1:00:00;90.0
2018-08-31;2:00:00;85.0
2018-08-31;3:00:00;84.0
2018-08-31;4:00:00;84.25
2018-08-31;5:00:00;83.0
2018-08-31;6:00:00;81.0
2018-08-31;7:00:00;118.0
2018-08-31;8:00:00;130.25
2018-08-31;9:00:00;103.75
2018-08-31;10:00:00;103.75
2018-08-31;11:00:00;102.5
2018-08-31;12:00:00;118.0
2018-08-31;13:00:00;119.75
2018-08-31;14:00:00;109.0
2018-08-31;15:00:00;108.0
2018-08-31;16:00:00;106.75
2018-08-31;17:00:00;106.25
2018-08-31;18:00:00;109.75
2018-08-31;19:00:00;118.5
2018-08-31;20:00:00;159.25
2018-08-31;21:00:00;147.25
2018-08-31;22:00:00;142.75
2018-08-31;23:00:00;136.75
