Date;Hour;Power
2018-10-26;21:00:00;150.25
2018-10-26;22:00:00;151.5
2018-10-26;23:00:00;131.0
2018-10-27;0:00:00;115.0
2018-10-27;1:00:00;101.0
2018-10-27;2:00:00;93.75
2018-10-27;3:00:00;88.25
2018-10-27;4:00:00;85.25
2018-10-27;5:00:00;81.5
2018-10-27;6:00:00;79.0
2018-10-27;7:00:00;75.5
2018-10-27;8:00:00;76.5
2018-10-27;9:00:00;92.0
2018-10-27;10:00:00;100.75
2018-10-27;11:00:00;92.75
2018-10-27;12:00:00;102.25
2018-10-27;13:00:00;120.5
2018-10-27;14:00:00;110.25
2018-10-27;15:00:00;105.5
2018-10-27;16:00:00;105.5
2018-10-27;17:00:00;110.75
2018-10-27;18:00:00;100.25
2018-10-27;19:00:00;110.0
2018-10-27;20:00:00;120.0
2018-10-27;21:00:00;142.0
2018-10-27;22:00:00;140.25
2018-10-27;23:00:00;130.5
2018-10-28;0:00:00;120.5
2018-10-28;1:00:00;113.5
2018-10-28;2:00:00;112.75
2018-10-28;3:00:00;100.75
2018-10-28;4:00:00;93.5
2018-10-28;5:00:00;89.75
2018-10-28;6:00:00;88.25
2018-10-28;7:00:00;80.25
2018-10-28;8:00:00;75.0
2018-10-28;9:00:00;84.0
2018-10-28;10:00:00;100.0
2018-10-28;11:00:00;110.5
2018-10-28;12:00:00;109.5
2018-10-28;13:00:00;114.75
2018-10-28;14:00:00;114.25
2018-10-28;15:00:00;110.5
2018-10-28;16:00:00;105.75
2018-10-28;17:00:00;107.75
2018-10-28;18:00:00;110.25
2018-10-28;19:00:00;118.5
2018-10-28;20:00:00;137.0
2018-10-28;21:00:00;152.5
2018-10-28;22:00:00;141.75
2018-10-28;23:00:00;132.75
2018-10-29;0:00:00;122.0
2018-10-29;1:00:00;103.75
2018-10-29;2:00:00;98.25
2018-10-29;3:00:00;92.0
2018-10-29;4:00:00;89.5
2018-10-29;5:00:00;86.0
2018-10-29;6:00:00;83.25
2018-10-29;7:00:00;76.5
2018-10-29;8:00:00;95.75
2018-10-29;9:00:00;95.25
2018-10-29;10:00:00;96.5
2018-10-29;11:00:00;112.75
2018-10-29;12:00:00;115.0
2018-10-29;13:00:00;109.5
2018-10-29;14:00:00;107.75
2018-10-29;15:00:00;108.75
2018-10-29;16:00:00;117.5
2018-10-29;17:00:00;110.0
2018-10-29;18:00:00;106.75
2018-10-29;19:00:00;110.75
2018-10-29;20:00:00;130.5
2018-10-29;21:00:00;155.25
2018-10-29;22:00:00;143.25
2018-10-29;23:00:00;133.5
2018-10-30;0:00:00;123.75
2018-10-30;1:00:00;106.25
2018-10-30;2:00:00;101.75
2018-10-30;3:00:00;100.0
2018-10-30;4:00:00;94.0
2018-10-30;5:00:00;87.75
2018-10-30;6:00:00;80.25
2018-10-30;7:00:00;77.0
2018-10-30;8:00:00;89.5
2018-10-30;9:00:00;110.75
2018-10-30;10:00:00;115.25
2018-10-30;11:00:00;134.0
2018-10-30;12:00:00;131.0
2018-10-30;13:00:00;106.5
2018-10-30;14:00:00;100.25
2018-10-30;15:00:00;97.25
2018-10-30;16:00:00;97.75
2018-10-30;17:00:00;98.5
2018-10-30;18:00:00;99.25
2018-10-30;19:00:00;99.75
2018-10-30;20:00:00;105.75
2018-10-30;21:00:00;127.25
2018-10-30;22:00:00;148.5
2018-10-30;23:00:00;135.5
2018-10-31;0:00:00;116.25
2018-10-31;1:00:00;111.75
2018-10-31;2:00:00;100.5
2018-10-31;3:00:00;98.25
2018-10-31;4:00:00;96.25
2018-10-31;5:00:00;93.0
2018-10-31;6:00:00;79.75
2018-10-31;7:00:00;78.5
2018-10-31;8:00:00;91.5
2018-10-31;9:00:00;93.5
2018-10-31;10:00:00;98.25
2018-10-31;11:00:00;110.75
2018-10-31;12:00:00;123.5
2018-10-31;13:00:00;122.75
2018-10-31;14:00:00;109.0
2018-10-31;15:00:00;106.5
2018-10-31;16:00:00;101.75
2018-10-31;17:00:00;101.5
2018-10-31;18:00:00;112.75
2018-10-31;19:00:00;119.0
2018-10-31;20:00:00;145.75
2018-10-31;21:00:00;176.5
2018-10-31;22:00:00;160.0
2018-10-31;23:00:00;153.0
