speed,hourly_power,hour,Date
5.6,7.18,6,2010-05-04
4.9,5.84,7,2010-05-04
4.14,4.38,8,2010-05-04
4.06,4.22,9,2010-05-04
4.04,4.18,10,2010-05-04
3.48,3.11,11,2010-05-04
3.3,2.77,12,2010-05-04
5.02,6.05,13,2010-05-04
4.57,5.2,14,2010-05-04
6.07,8.07,15,2010-05-04
5.03,6.09,16,2010-05-04
5.47,6.93,17,2010-05-04
7.66,11.1,18,2010-05-04
8.06,11.89,19,2010-05-04
6.25,8.42,20,2010-05-04
6.1,8.13,21,2010-05-04
4.1,4.31,22,2010-05-04
2.26,0.79,23,2010-05-04
5.52,7.02,0,2010-05-05
4.94,5.91,1,2010-05-05
5.17,6.34,2,2010-05-05
5.25,6.51,3,2010-05-05
5.86,7.67,4,2010-05-05
4.57,5.2,5,2010-05-05
5.66,7.29,6,2010-05-05
5.69,7.34,7,2010-05-05
5.03,6.09,8,2010-05-05
5.05,6.13,9,2010-05-05
7.01,9.87,10,2010-05-05
6.73,9.34,11,2010-05-05
6.59,9.07,12,2010-05-05
6.88,9.61,13,2010-05-05
7.59,10.98,14,2010-05-05
5.06,6.14,15,2010-05-05
5.02,6.07,16,2010-05-05
7.31,10.45,17,2010-05-05
6.21,8.34,18,2010-05-05
6.5,8.89,19,2010-05-05
8.17,12.09,20,2010-05-05
8.78,13.25,21,2010-05-05
8.7,13.1,22,2010-05-05
7.11,10.05,23,2010-05-05
5.61,7.2,0,2010-05-06
5.75,7.45,1,2010-05-06
6.14,8.2,2,2010-05-06
5.72,7.4,3,2010-05-06
4.04,4.18,4,2010-05-06
9.1,13.87,5,2010-05-06
3.73,3.6,6,2010-05-06
6.13,8.18,7,2010-05-06
5.21,6.42,8,2010-05-06
5.04,6.11,9,2010-05-06
5.37,6.73,10,2010-05-06
5.57,7.11,11,2010-05-06
6.98,9.81,12,2010-05-06
6.51,8.91,13,2010-05-06
7.19,10.21,14,2010-05-06
7.68,11.14,15,2010-05-06
6.98,9.81,16,2010-05-06
6.35,8.62,17,2010-05-06
6.12,8.16,18,2010-05-06
8.54,12.79,19,2010-05-06
7.9,11.58,20,2010-05-06
6.62,9.12,21,2010-05-06
4.98,5.98,22,2010-05-06
5.79,7.54,23,2010-05-06
6.47,8.83,0,2010-05-07
5.89,7.73,1,2010-05-07
5.88,7.71,2,2010-05-07
5.06,6.14,3,2010-05-07
4.64,5.35,4,2010-05-07
4.9,5.84,5,2010-05-07
5.96,7.85,6,2010-05-07
6.41,8.72,7,2010-05-07
5.48,6.94,8,2010-05-07
5.71,7.38,9,2010-05-07
5.79,7.54,10,2010-05-07
5.37,6.73,11,2010-05-07
6.92,9.69,12,2010-05-07
4.91,5.85,13,2010-05-07
5.54,7.05,14,2010-05-07
6.49,8.87,15,2010-05-07
7.52,10.85,16,2010-05-07
6.17,8.27,17,2010-05-07
7.51,10.83,18,2010-05-07
6.52,8.92,19,2010-05-07
4.45,4.98,20,2010-05-07
5.32,6.64,21,2010-05-07
6.01,7.96,22,2010-05-07
8.5,12.72,23,2010-05-07
8.35,12.43,0,2010-05-08
7.11,10.07,1,2010-05-08
6.71,9.29,2,2010-05-08
7.4,10.61,3,2010-05-08
7.77,11.32,4,2010-05-08
7.62,11.03,5,2010-05-08
6.06,8.05,6,2010-05-08
6.47,8.83,7,2010-05-08
7.48,10.76,8,2010-05-08
7.86,11.49,9,2010-05-08
8.85,13.39,10,2010-05-08
8.07,11.9,11,2010-05-08
7.45,10.7,12,2010-05-08
7.74,11.27,13,2010-05-08
7.85,11.47,14,2010-05-08
8.37,12.47,15,2010-05-08
7.79,11.36,16,2010-05-08
7.52,10.85,17,2010-05-08
7.05,9.94,18,2010-05-08
5.2,6.4,19,2010-05-08
5.37,6.73,20,2010-05-08
4.68,5.42,21,2010-05-08
6.41,8.72,22,2010-05-08
4.84,5.73,23,2010-05-08
2.82,1.86,0,2010-05-09
2.86,1.93,1,2010-05-09
1.57,0.0,2,2010-05-09
0.79,0.0,3,2010-05-09
1.06,0.0,4,2010-05-09
1.76,0.0,5,2010-05-09
2.59,1.42,6,2010-05-09
2.65,1.53,7,2010-05-09
2.14,0.55,8,2010-05-09
1.36,0.0,9,2010-05-09
1.48,0.0,10,2010-05-09
2.18,0.64,11,2010-05-09
2.3,0.86,12,2010-05-09
3.42,3.0,13,2010-05-09
3.49,3.13,14,2010-05-09
3.75,3.64,15,2010-05-09
3.27,2.71,16,2010-05-09
2.48,1.2,17,2010-05-09
2.38,1.02,18,2010-05-09
1.84,0.0,19,2010-05-09
1.94,0.17,20,2010-05-09
2.37,1.0,21,2010-05-09
1.42,0.0,22,2010-05-09
0.68,0.0,23,2010-05-09
0.85,0.0,0,2010-05-10
1.65,0.0,1,2010-05-10
2.56,1.37,2,2010-05-10
2.1,0.48,3,2010-05-10
2.87,1.95,4,2010-05-10
2.47,1.19,5,2010-05-10
0.71,0.0,6,2010-05-10
0.33,0.0,7,2010-05-10
2.38,1.02,8,2010-05-10
4.24,4.56,9,2010-05-10
4.3,4.69,10,2010-05-10
5.84,7.63,11,2010-05-10
6.04,8.02,12,2010-05-10
5.93,7.8,13,2010-05-10
5.22,6.45,14,2010-05-10
4.62,5.29,15,2010-05-10
5.32,6.64,16,2010-05-10
5.94,7.82,17,2010-05-10
5.93,7.8,18,2010-05-10
4.88,5.8,19,2010-05-10
5.21,6.44,20,2010-05-10
5.63,7.23,21,2010-05-10
6.31,8.52,22,2010-05-10
5.79,7.54,23,2010-05-10
4.45,4.96,0,2010-05-11
5.21,6.42,1,2010-05-11
2.91,2.02,2,2010-05-11
3.69,3.51,3,2010-05-11
3.82,3.76,4,2010-05-11
4.13,4.36,5,2010-05-11
3.61,3.37,6,2010-05-11
4.52,5.11,7,2010-05-11
6.81,9.49,8,2010-05-11
6.83,9.52,9,2010-05-11
6.1,8.13,10,2010-05-11
7.57,10.94,11,2010-05-11
7.9,11.58,12,2010-05-11
8.0,11.76,13,2010-05-11
8.97,13.61,14,2010-05-11
9.54,14.7,15,2010-05-11
9.02,13.72,16,2010-05-11
10.47,16.48,17,2010-05-11
9.3,14.25,18,2010-05-11
9.64,14.9,19,2010-05-11
4.71,5.47,20,2010-05-11
3.05,2.29,21,2010-05-11
2.69,1.6,22,2010-05-11
3.7,3.55,23,2010-05-11
4.38,4.84,0,2010-05-12
7.84,11.45,1,2010-05-12
7.4,10.61,2,2010-05-12
3.15,2.49,3,2010-05-12
6.28,8.47,4,2010-05-12
5.7,7.36,5,2010-05-12
6.03,8.0,6,2010-05-12
6.5,8.89,7,2010-05-12
8.93,13.54,8,2010-05-12
5.21,6.44,9,2010-05-12
5.88,7.71,10,2010-05-12
5.67,7.31,11,2010-05-12
5.54,7.05,12,2010-05-12
4.62,5.29,13,2010-05-12
5.74,7.43,14,2010-05-12
4.82,5.67,15,2010-05-12
5.59,7.16,16,2010-05-12
7.18,10.2,17,2010-05-12
6.0,7.94,18,2010-05-12
5.79,7.54,19,2010-05-12
5.92,7.78,20,2010-05-12
5.95,7.83,21,2010-05-12
5.69,7.34,22,2010-05-12
5.16,6.33,23,2010-05-12
6.65,9.18,0,2010-05-13
8.06,11.87,1,2010-05-13
7.97,11.7,2,2010-05-13
8.5,12.72,3,2010-05-13
8.61,12.92,4,2010-05-13
8.62,12.94,5,2010-05-13
8.38,12.49,6,2010-05-13
9.44,14.52,7,2010-05-13
10.34,16.25,8,2010-05-13
10.79,17.1,9,2010-05-13
9.37,14.37,10,2010-05-13
10.3,16.16,11,2010-05-13
11.98,17.5,12,2010-05-13
10.0,15.59,13,2010-05-13
12.77,17.5,14,2010-05-13
9.2,14.07,15,2010-05-13
7.46,10.72,16,2010-05-13
4.56,5.18,17,2010-05-13
3.68,3.49,18,2010-05-13
2.48,1.2,19,2010-05-13
3.92,3.96,20,2010-05-13
5.83,7.62,21,2010-05-13
5.53,7.04,22,2010-05-13
8.79,13.27,23,2010-05-13
6.9,9.65,0,2010-05-14
6.51,8.91,1,2010-05-14
5.8,7.56,2,2010-05-14
5.09,6.2,3,2010-05-14
4.19,4.47,4,2010-05-14
3.79,3.71,5,2010-05-14
4.72,5.49,6,2010-05-14
2.33,0.91,7,2010-05-14
4.1,4.31,8,2010-05-14
5.76,7.47,9,2010-05-14
4.41,4.89,10,2010-05-14
6.87,9.6,11,2010-05-14
5.97,7.89,12,2010-05-14
7.4,10.61,13,2010-05-14
7.95,11.67,14,2010-05-14
6.76,9.4,15,2010-05-14
6.06,8.05,16,2010-05-14
5.18,6.36,17,2010-05-14
4.85,5.75,18,2010-05-14
5.12,6.25,19,2010-05-14
5.35,6.69,20,2010-05-14
5.88,7.71,21,2010-05-14
4.89,5.82,22,2010-05-14
5.08,6.18,23,2010-05-14
7.44,10.69,0,2010-05-15
6.03,8.0,1,2010-05-15
1.39,0.0,2,2010-05-15
1.48,0.0,3,2010-05-15
3.56,3.27,4,2010-05-15
3.72,3.58,5,2010-05-15
3.12,2.42,6,2010-05-15
2.68,1.58,7,2010-05-15
3.78,3.69,8,2010-05-15
2.3,0.86,9,2010-05-15
2.48,1.2,10,2010-05-15
2.49,1.22,11,2010-05-15
2.37,1.0,12,2010-05-15
0.92,0.0,13,2010-05-15
0.98,0.0,14,2010-05-15
1.03,0.0,15,2010-05-15
0.6,0.0,16,2010-05-15
0.48,0.0,17,2010-05-15
0.31,0.0,18,2010-05-15
1.08,0.0,19,2010-05-15
0.72,0.0,20,2010-05-15
0.88,0.0,21,2010-05-15
1.14,0.0,22,2010-05-15
1.29,0.0,23,2010-05-15
1.91,0.11,0,2010-05-16
1.18,0.0,1,2010-05-16
1.21,0.0,2,2010-05-16
1.16,0.0,3,2010-05-16
1.21,0.0,4,2010-05-16
1.34,0.0,5,2010-05-16
0.3,0.0,6,2010-05-16
1.19,0.0,7,2010-05-16
1.18,0.0,8,2010-05-16
1.25,0.0,9,2010-05-16
2.85,1.91,10,2010-05-16
3.07,2.33,11,2010-05-16
3.06,2.31,12,2010-05-16
3.34,2.86,13,2010-05-16
3.42,3.0,14,2010-05-16
3.89,3.89,15,2010-05-16
2.91,2.02,16,2010-05-16
2.55,1.33,17,2010-05-16
2.44,1.13,18,2010-05-16
3.72,3.58,19,2010-05-16
3.54,3.24,20,2010-05-16
4.21,4.51,21,2010-05-16
4.49,5.05,22,2010-05-16
5.25,6.51,23,2010-05-16
4.58,5.22,0,2010-05-17
5.48,6.94,1,2010-05-17
6.25,8.42,2,2010-05-17
7.57,10.94,3,2010-05-17
8.37,12.47,4,2010-05-17
9.39,14.43,5,2010-05-17
9.16,13.97,6,2010-05-17
9.65,14.92,7,2010-05-17
11.91,17.5,8,2010-05-17
12.74,17.5,9,2010-05-17
12.71,17.5,10,2010-05-17
13.63,17.5,11,2010-05-17
14.88,17.5,12,2010-05-17
14.11,17.5,13,2010-05-17
17.09,17.5,14,2010-05-17
13.97,17.5,15,2010-05-17
14.6,17.5,16,2010-05-17
12.01,17.5,17,2010-05-17
10.63,16.79,18,2010-05-17
11.84,17.5,19,2010-05-17
8.42,12.56,20,2010-05-17
7.19,10.21,21,2010-05-17
5.47,6.93,22,2010-05-17
6.25,8.42,23,2010-05-17
7.23,10.29,0,2010-05-18
5.91,7.76,1,2010-05-18
7.4,10.61,2,2010-05-18
8.06,11.87,3,2010-05-18
7.24,10.31,4,2010-05-18
7.32,10.47,5,2010-05-18
6.71,9.29,6,2010-05-18
7.69,11.18,7,2010-05-18
6.92,9.69,8,2010-05-18
11.4,17.5,9,2010-05-18
11.06,17.5,10,2010-05-18
8.21,12.16,11,2010-05-18
7.79,11.36,12,2010-05-18
5.96,7.85,13,2010-05-18
5.58,7.13,14,2010-05-18
7.99,11.74,15,2010-05-18
9.0,13.68,16,2010-05-18
8.94,13.56,17,2010-05-18
6.25,8.42,18,2010-05-18
8.33,12.39,19,2010-05-18
8.69,13.08,20,2010-05-18
3.18,2.55,21,2010-05-18
5.11,6.24,22,2010-05-18
6.65,9.18,23,2010-05-18
4.62,5.29,0,2010-05-19
3.63,3.4,1,2010-05-19
2.91,2.02,2,2010-05-19
5.78,7.53,3,2010-05-19
4.47,5.02,4,2010-05-19
4.82,5.67,5,2010-05-19
5.77,7.49,6,2010-05-19
3.15,2.49,7,2010-05-19
5.2,6.4,8,2010-05-19
5.85,7.65,9,2010-05-19
6.92,9.69,10,2010-05-19
7.16,10.16,11,2010-05-19
6.58,9.05,12,2010-05-19
7.96,11.69,13,2010-05-19
8.98,13.63,14,2010-05-19
8.67,13.05,15,2010-05-19
9.92,15.43,16,2010-05-19
10.81,17.14,17,2010-05-19
10.77,17.06,18,2010-05-19
11.27,17.5,19,2010-05-19
11.27,17.5,20,2010-05-19
10.44,16.43,21,2010-05-19
15.07,17.5,22,2010-05-19
14.54,17.5,23,2010-05-19
14.65,17.5,0,2010-05-20
15.05,17.5,1,2010-05-20
13.52,17.5,2,2010-05-20
10.63,16.79,3,2010-05-20
8.11,11.98,4,2010-05-20
5.47,6.93,5,2010-05-20
4.14,4.38,6,2010-05-20
3.38,2.93,7,2010-05-20
4.34,4.76,8,2010-05-20
4.37,4.82,9,2010-05-20
3.68,3.49,10,2010-05-20
6.01,7.96,11,2010-05-20
4.64,5.33,12,2010-05-20
6.92,9.71,13,2010-05-20
5.47,6.93,14,2010-05-20
4.55,5.16,15,2010-05-20
5.54,7.05,16,2010-05-20
5.21,6.42,17,2010-05-20
4.95,5.93,18,2010-05-20
5.43,6.85,19,2010-05-20
5.78,7.51,20,2010-05-20
6.16,8.25,21,2010-05-20
5.41,6.82,22,2010-05-20
5.36,6.71,23,2010-05-20
5.4,6.78,0,2010-05-21
4.32,4.73,1,2010-05-21
4.25,4.58,2,2010-05-21
6.42,8.74,3,2010-05-21
5.01,6.04,4,2010-05-21
6.52,8.92,5,2010-05-21
7.68,11.14,6,2010-05-21
9.09,13.85,7,2010-05-21
7.71,11.21,8,2010-05-21
7.72,11.23,9,2010-05-21
10.16,15.9,10,2010-05-21
10.27,16.1,11,2010-05-21
11.88,17.5,12,2010-05-21
10.65,16.83,13,2010-05-21
12.48,17.5,14,2010-05-21
10.03,15.65,15,2010-05-21
9.93,15.45,16,2010-05-21
5.09,6.2,17,2010-05-21
4.92,5.87,18,2010-05-21
0.58,0.0,19,2010-05-21
0.27,0.0,20,2010-05-21
2.32,0.89,21,2010-05-21
0.59,0.0,22,2010-05-21
1.62,0.0,23,2010-05-21
4.38,4.84,0,2010-05-22
5.82,7.6,1,2010-05-22
7.04,9.92,2,2010-05-22
6.36,8.63,3,2010-05-22
5.29,6.58,4,2010-05-22
5.58,7.13,5,2010-05-22
5.39,6.76,6,2010-05-22
4.83,5.69,7,2010-05-22
4.8,5.64,8,2010-05-22
5.21,6.42,9,2010-05-22
5.68,7.33,10,2010-05-22
5.48,6.94,11,2010-05-22
4.9,5.84,12,2010-05-22
4.26,4.6,13,2010-05-22
3.4,2.97,14,2010-05-22
2.31,0.88,15,2010-05-22
1.78,0.0,16,2010-05-22
2.07,0.42,17,2010-05-22
1.65,0.0,18,2010-05-22
1.63,0.0,19,2010-05-22
0.97,0.0,20,2010-05-22
0.74,0.0,21,2010-05-22
1.33,0.0,22,2010-05-22
2.24,0.75,23,2010-05-22
2.85,1.91,0,2010-05-23
1.33,0.0,1,2010-05-23
3.14,2.48,2,2010-05-23
4.0,4.11,3,2010-05-23
4.75,5.55,4,2010-05-23
5.42,6.84,5,2010-05-23
5.19,6.38,6,2010-05-23
4.65,5.36,7,2010-05-23
6.51,8.91,8,2010-05-23
8.02,11.79,9,2010-05-23
9.69,14.99,10,2010-05-23
11.62,17.5,11,2010-05-23
11.99,17.5,12,2010-05-23
11.55,17.5,13,2010-05-23
13.61,17.5,14,2010-05-23
15.14,17.5,15,2010-05-23
14.69,17.5,16,2010-05-23
16.49,17.5,17,2010-05-23
15.77,17.5,18,2010-05-23
15.0,17.5,19,2010-05-23
14.9,17.5,20,2010-05-23
14.14,17.5,21,2010-05-23
13.33,17.5,22,2010-05-23
12.04,17.5,23,2010-05-23
10.7,16.92,0,2010-05-24
10.76,17.05,1,2010-05-24
10.54,16.63,2,2010-05-24
11.01,17.5,3,2010-05-24
12.02,17.5,4,2010-05-24
12.33,17.5,5,2010-05-24
12.75,17.5,6,2010-05-24
7.95,11.67,7,2010-05-24
7.66,11.1,8,2010-05-24
7.98,11.72,9,2010-05-24
7.3,10.43,10,2010-05-24
6.06,8.05,11,2010-05-24
4.75,5.55,12,2010-05-24
5.72,7.4,13,2010-05-24
4.13,4.36,14,2010-05-24
5.89,7.73,15,2010-05-24
3.94,4.0,16,2010-05-24
6.67,9.22,17,2010-05-24
3.69,3.51,18,2010-05-24
6.56,9.02,19,2010-05-24
7.06,9.96,20,2010-05-24
5.17,6.34,21,2010-05-24
6.13,8.18,22,2010-05-24
4.91,5.85,23,2010-05-24
7.72,11.23,0,2010-05-25
1.01,0.0,1,2010-05-25
0.98,0.0,2,2010-05-25
5.43,6.85,3,2010-05-25
6.92,9.71,4,2010-05-25
5.36,6.71,5,2010-05-25
6.1,8.13,6,2010-05-25
4.48,5.04,7,2010-05-25
2.98,2.17,8,2010-05-25
1.99,0.26,9,2010-05-25
2.37,0.99,10,2010-05-25
1.63,0.0,11,2010-05-25
2.79,1.8,12,2010-05-25
2.07,0.42,13,2010-05-25
1.94,0.17,14,2010-05-25
1.34,0.0,15,2010-05-25
1.65,0.0,16,2010-05-25
1.39,0.0,17,2010-05-25
1.78,0.0,18,2010-05-25
2.72,1.66,19,2010-05-25
2.35,0.95,20,2010-05-25
1.88,0.06,21,2010-05-25
3.01,2.22,22,2010-05-25
2.91,2.02,23,2010-05-25
2.32,0.89,0,2010-05-26
2.13,0.53,1,2010-05-26
1.52,0.0,2,2010-05-26
1.25,0.0,3,2010-05-26
1.52,0.0,4,2010-05-26
1.85,0.0,5,2010-05-26
1.85,0.0,6,2010-05-26
2.21,0.69,7,2010-05-26
1.74,0.0,8,2010-05-26
0.87,0.0,9,2010-05-26
0.64,0.0,10,2010-05-26
0.27,0.0,11,2010-05-26
0.97,0.0,12,2010-05-26
1.29,0.0,13,2010-05-26
3.4,2.97,14,2010-05-26
2.59,1.42,15,2010-05-26
2.0,0.3,16,2010-05-26
0.37,0.0,17,2010-05-26
0.51,0.0,18,2010-05-26
1.32,0.0,19,2010-05-26
2.47,1.19,20,2010-05-26
2.45,1.15,21,2010-05-26
2.17,0.6,22,2010-05-26
1.38,0.0,23,2010-05-26
2.02,0.33,0,2010-05-27
2.15,0.57,1,2010-05-27
3.06,2.31,2,2010-05-27
2.42,1.09,3,2010-05-27
1.88,0.06,4,2010-05-27
2.22,0.71,5,2010-05-27
2.05,0.39,6,2010-05-27
1.31,0.0,7,2010-05-27
1.47,0.0,8,2010-05-27
4.07,4.24,9,2010-05-27
2.33,0.91,10,2010-05-27
2.8,1.82,11,2010-05-27
1.67,0.0,12,2010-05-27
1.22,0.0,13,2010-05-27
1.55,0.0,14,2010-05-27
1.72,0.0,15,2010-05-27
2.17,0.6,16,2010-05-27
1.36,0.0,17,2010-05-27
1.55,0.0,18,2010-05-27
2.55,1.33,19,2010-05-27
3.2,2.58,20,2010-05-27
3.65,3.44,21,2010-05-27
3.52,3.2,22,2010-05-27
3.35,2.87,23,2010-05-27
3.31,2.78,0,2010-05-28
3.4,2.97,1,2010-05-28
3.06,2.31,2,2010-05-28
2.78,1.78,3,2010-05-28
2.52,1.28,4,2010-05-28
3.9,3.93,5,2010-05-28
2.54,1.31,6,2010-05-28
1.81,0.0,7,2010-05-28
1.08,0.0,8,2010-05-28
1.6,0.0,9,2010-05-28
1.35,0.0,10,2010-05-28
3.93,3.98,11,2010-05-28
3.71,3.57,12,2010-05-28
5.21,6.42,13,2010-05-28
6.31,8.52,14,2010-05-28
7.02,9.89,15,2010-05-28
9.32,14.28,16,2010-05-28
8.06,11.89,17,2010-05-28
4.45,4.96,18,2010-05-28
1.4,0.0,19,2010-05-28
1.03,0.0,20,2010-05-28
3.45,3.06,21,2010-05-28
4.35,4.78,22,2010-05-28
3.98,4.07,23,2010-05-28
3.57,3.29,0,2010-05-29
2.9,2.0,1,2010-05-29
1.91,0.11,2,2010-05-29
1.46,0.0,3,2010-05-29
2.95,2.11,4,2010-05-29
1.99,0.26,5,2010-05-29
2.28,0.82,6,2010-05-29
2.68,1.58,7,2010-05-29
1.91,0.11,8,2010-05-29
1.1,0.0,9,2010-05-29
1.15,0.0,10,2010-05-29
1.22,0.0,11,2010-05-29
1.59,0.0,12,2010-05-29
3.99,4.09,13,2010-05-29
3.33,2.84,14,2010-05-29
4.05,4.2,15,2010-05-29
4.7,5.45,16,2010-05-29
4.87,5.78,17,2010-05-29
5.27,6.54,18,2010-05-29
6.15,8.22,19,2010-05-29
6.07,8.07,20,2010-05-29
5.95,7.83,21,2010-05-29
7.64,11.07,22,2010-05-29
5.0,6.02,23,2010-05-29
5.06,6.14,0,2010-05-30
5.93,7.8,1,2010-05-30
6.24,8.4,2,2010-05-30
6.21,8.34,3,2010-05-30
5.79,7.54,4,2010-05-30
7.3,10.41,5,2010-05-30
6.02,7.98,6,2010-05-30
3.11,2.4,7,2010-05-30
1.18,0.0,8,2010-05-30
2.51,1.26,9,2010-05-30
3.68,3.49,10,2010-05-30
1.85,0.0,11,2010-05-30
1.08,0.0,12,2010-05-30
0.41,0.0,13,2010-05-30
1.19,0.0,14,2010-05-30
2.48,1.2,15,2010-05-30
2.3,0.86,16,2010-05-30
2.74,1.69,17,2010-05-30
3.77,3.67,18,2010-05-30
4.47,5.02,19,2010-05-30
6.01,7.96,20,2010-05-30
6.53,8.94,21,2010-05-30
7.6,11.0,22,2010-05-30
8.15,12.05,23,2010-05-30
6.28,8.47,0,2010-05-31
7.33,10.49,1,2010-05-31
8.74,13.18,2,2010-05-31
6.6,9.09,3,2010-05-31
8.57,12.85,4,2010-05-31
7.99,11.74,5,2010-05-31
7.45,10.7,6,2010-05-31
7.15,10.14,7,2010-05-31
6.96,9.78,8,2010-05-31
5.72,7.4,9,2010-05-31
4.36,4.8,10,2010-05-31
3.7,3.55,11,2010-05-31
4.37,4.82,12,2010-05-31
4.3,4.69,13,2010-05-31
3.01,2.22,14,2010-05-31
3.11,2.4,15,2010-05-31
5.71,7.38,16,2010-05-31
5.72,7.4,17,2010-05-31
5.5,6.98,18,2010-05-31
4.88,5.8,19,2010-05-31
4.47,5.02,20,2010-05-31
7.22,10.27,21,2010-05-31
8.03,11.81,22,2010-05-31
6.95,9.76,23,2010-05-31
7.22,10.27,0,2010-06-01
7.54,10.89,1,2010-06-01
8.62,12.94,2,2010-06-01
6.02,7.98,3,2010-06-01
8.09,11.94,4,2010-06-01
11.36,17.5,5,2010-06-01
13.31,17.5,6,2010-06-01
12.18,17.5,7,2010-06-01
16.45,17.5,8,2010-06-01
17.45,17.5,9,2010-06-01
16.83,17.5,10,2010-06-01
16.21,17.5,11,2010-06-01
17.73,17.5,12,2010-06-01
16.53,17.5,13,2010-06-01
15.36,17.5,14,2010-06-01
9.86,15.32,15,2010-06-01
9.4,14.45,16,2010-06-01
11.33,17.5,17,2010-06-01
9.95,15.5,18,2010-06-01
7.79,11.36,19,2010-06-01
8.64,12.99,20,2010-06-01
5.54,7.05,21,2010-06-01
3.87,3.86,22,2010-06-01
4.77,5.58,23,2010-06-01
4.36,4.8,0,2010-06-02
5.4,6.8,1,2010-06-02
5.4,6.78,2,2010-06-02
4.78,5.6,3,2010-06-02
5.39,6.76,4,2010-06-02
7.49,10.8,5,2010-06-02
8.61,12.92,6,2010-06-02
9.28,14.21,7,2010-06-02
10.67,16.86,8,2010-06-02
10.26,16.08,9,2010-06-02
9.92,15.43,10,2010-06-02
5.61,7.2,11,2010-06-02
6.23,8.38,12,2010-06-02
6.0,7.94,13,2010-06-02
4.34,4.76,14,2010-06-02
2.74,1.69,15,2010-06-02
6.61,9.11,16,2010-06-02
6.36,8.63,17,2010-06-02
5.9,7.74,18,2010-06-02
4.76,5.56,19,2010-06-02
2.32,0.89,20,2010-06-02
2.42,1.09,21,2010-06-02
5.78,7.53,22,2010-06-02
4.95,5.93,23,2010-06-02
5.02,6.05,0,2010-06-03
4.18,4.46,1,2010-06-03
5.87,7.69,2,2010-06-03
7.59,10.98,3,2010-06-03
7.51,10.83,4,2010-06-03
8.16,12.07,5,2010-06-03
9.98,15.56,6,2010-06-03
11.72,17.5,7,2010-06-03
11.79,17.5,8,2010-06-03
14.66,17.5,9,2010-06-03
14.24,17.5,10,2010-06-03
13.86,17.5,11,2010-06-03
9.38,14.41,12,2010-06-03
5.3,6.6,13,2010-06-03
4.86,5.76,14,2010-06-03
4.99,6.0,15,2010-06-03
5.31,6.62,16,2010-06-03
4.03,4.16,17,2010-06-03
4.8,5.64,18,2010-06-03
4.84,5.73,19,2010-06-03
4.64,5.33,20,2010-06-03
4.52,5.11,21,2010-06-03
5.18,6.36,22,2010-06-03
4.15,4.4,23,2010-06-03
4.64,5.35,0,2010-06-04
5.39,6.76,1,2010-06-04
5.57,7.11,2,2010-06-04
6.06,8.05,3,2010-06-04
5.19,6.38,4,2010-06-04
5.8,7.56,5,2010-06-04
6.38,8.67,6,2010-06-04
6.4,8.71,7,2010-06-04
5.91,7.76,8,2010-06-04
5.95,7.83,9,2010-06-04
6.83,9.52,10,2010-06-04
8.16,12.07,11,2010-06-04
10.28,16.12,12,2010-06-04
10.96,17.43,13,2010-06-04
10.2,15.97,14,2010-06-04
10.18,15.94,15,2010-06-04
9.74,15.08,16,2010-06-04
9.64,14.9,17,2010-06-04
12.1,17.5,18,2010-06-04
10.36,16.28,19,2010-06-04
10.47,16.48,20,2010-06-04
11.22,17.5,21,2010-06-04
9.64,14.9,22,2010-06-04
11.62,17.5,23,2010-06-04
10.71,16.94,0,2010-06-05
8.61,12.92,1,2010-06-05
7.62,11.03,2,2010-06-05
7.44,10.69,3,2010-06-05
8.41,12.54,4,2010-06-05
7.49,10.78,5,2010-06-05
7.4,10.61,6,2010-06-05
6.82,9.51,7,2010-06-05
7.3,10.43,8,2010-06-05
9.19,14.03,9,2010-06-05
10.12,15.81,10,2010-06-05
11.05,17.5,11,2010-06-05
11.78,17.5,12,2010-06-05
13.08,17.5,13,2010-06-05
11.66,17.5,14,2010-06-05
11.83,17.5,15,2010-06-05
10.78,17.08,16,2010-06-05
9.42,14.48,17,2010-06-05
8.89,13.47,18,2010-06-05
8.01,11.78,19,2010-06-05
7.97,11.7,20,2010-06-05
5.11,6.24,21,2010-06-05
4.54,5.15,22,2010-06-05
6.14,8.2,23,2010-06-05
6.65,9.18,0,2010-06-06
5.68,7.33,1,2010-06-06
5.36,6.71,2,2010-06-06
8.58,12.87,3,2010-06-06
10.39,16.34,4,2010-06-06
10.28,16.12,5,2010-06-06
8.25,12.23,6,2010-06-06
7.3,10.41,7,2010-06-06
8.21,12.16,8,2010-06-06
6.86,9.58,9,2010-06-06
9.24,14.14,10,2010-06-06
5.72,7.4,11,2010-06-06
5.85,7.65,12,2010-06-06
5.29,6.58,13,2010-06-06
6.17,8.27,14,2010-06-06
4.08,4.26,15,2010-06-06
5.18,6.36,16,2010-06-06
3.27,2.71,17,2010-06-06
6.86,9.58,18,2010-06-06
5.59,7.16,19,2010-06-06
5.2,6.4,20,2010-06-06
4.61,5.27,21,2010-06-06
4.33,4.75,22,2010-06-06
2.2,0.68,23,2010-06-06
3.17,2.53,0,2010-06-07
3.23,2.64,1,2010-06-07
3.37,2.91,2,2010-06-07
2.87,1.95,3,2010-06-07
1.99,0.26,4,2010-06-07
3.43,3.02,5,2010-06-07
4.08,4.26,6,2010-06-07
3.38,2.93,7,2010-06-07
3.83,3.78,8,2010-06-07
6.44,8.78,9,2010-06-07
1.77,0.0,10,2010-06-07
2.71,1.64,11,2010-06-07
